id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
508,SPECIES_PURRLOIN,Purrloin,41,50,37,66,50,37,TYPE_DARK,TYPE_DARK,ABILITY_LIMBER,ABILITY_UNBURDEN,"Their cute act is a ruse.
They trick people and steal their valuables
just to see the looks on their faces.",https://play.pokemonshowdown.com/sprites/gen5/purrloin.png
509,SPECIES_LIEPARD,Liepard,64,88,50,106,88,50,TYPE_DARK,TYPE_DARK,ABILITY_LIMBER,ABILITY_UNBURDEN,"Their beautiful form comes from
the muscles they have developed.
They run silently in the night.",https://play.pokemonshowdown.com/sprites/gen5/liepard.png
510,SPECIES_PANSAGE,Pansage,50,53,48,64,53,48,TYPE_GRASS,TYPE_GRASS,ABILITY_GLUTTONY,ABILITY_NONE,"It's good at finding berries
and gathers them from all over.
It's kind enough to share them with friends.",https://play.pokemonshowdown.com/sprites/gen5/pansage.png
511,SPECIES_SIMISAGE,Simisage,75,98,63,101,98,63,TYPE_GRASS,TYPE_GRASS,ABILITY_GLUTTONY,ABILITY_NONE,"It strikes its enemies
with a thorn-covered tail.
The leaf on its head is bitter.",https://play.pokemonshowdown.com/sprites/gen5/simisage.png
512,SPECIES_PANSEAR,Pansear,50,53,48,64,53,48,TYPE_FIRE,TYPE_FIRE,ABILITY_GLUTTONY,ABILITY_NONE,"Very intelligent, it roasts
berries before eating them.
It likes to help people.",https://play.pokemonshowdown.com/sprites/gen5/pansear.png
513,SPECIES_SIMISEAR,Simisear,75,98,63,101,98,63,TYPE_FIRE,TYPE_FIRE,ABILITY_GLUTTONY,ABILITY_NONE,"When it gets excited, embers rise
from its head and tail and it gets hot.
For some reason, it loves sweets.",https://play.pokemonshowdown.com/sprites/gen5/simisear.png
514,SPECIES_PANPOUR,Panpour,50,53,48,64,53,48,TYPE_WATER,TYPE_WATER,ABILITY_GLUTTONY,ABILITY_NONE,"The water stored inside the tuft
on its head is full of nutrients.
It waters plants with it using its tail.",https://play.pokemonshowdown.com/sprites/gen5/panpour.png
515,SPECIES_SIMIPOUR,Simipour,75,98,63,101,98,63,TYPE_WATER,TYPE_WATER,ABILITY_GLUTTONY,ABILITY_NONE,"It prefers places with clean water.
When its tuft runs low, it replenishes
it by siphoning up water with its tail.",https://play.pokemonshowdown.com/sprites/gen5/simipour.png
516,SPECIES_MUNNA,Munna,76,25,45,24,67,55,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FOREWARN,ABILITY_SYNCHRONIZE,"This Pokémon appears before people and
Pokémon who are having nightmares and
eats those dreams.",https://play.pokemonshowdown.com/sprites/gen5/munna.png
517,SPECIES_MUSHARNA,Musharna,116,55,85,29,107,95,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FOREWARN,ABILITY_SYNCHRONIZE,"The dream mist coming from its forehead
changes into many different colors
depending on the dream that was eaten.",https://play.pokemonshowdown.com/sprites/gen5/musharna.png
518,SPECIES_PIDOVE,Pidove,50,55,50,43,36,30,TYPE_NORMAL,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_SUPER_LUCK,"This very forgetful Pokémon will
wait for a new order from its Trainer
even though it already has one.",https://play.pokemonshowdown.com/sprites/gen5/pidove.png
519,SPECIES_TRANQUILL,Tranquill,62,77,62,65,50,42,TYPE_NORMAL,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_SUPER_LUCK,"No matter where in the world it goes,
it knows where its nest is, so it never
gets separated from its Trainer.",https://play.pokemonshowdown.com/sprites/gen5/tranquill.png
520,SPECIES_UNFEZANT,Unfezant,80,115,80,93,65,55,TYPE_NORMAL,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_SUPER_LUCK,"Males swing the plumage on
their heads to threaten others,
but females are better at flying.",https://play.pokemonshowdown.com/sprites/gen5/unfezant.png
521,SPECIES_BLITZLE,Blitzle,45,60,32,76,50,32,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LIGHTNING_ROD,ABILITY_MOTOR_DRIVE,"Its mane shines when it discharges
electricity. They use the frequency and
rhythm of these flashes to communicate.",https://play.pokemonshowdown.com/sprites/gen5/blitzle.png
522,SPECIES_ZEBSTRIKA,Zebstrika,75,100,63,116,80,63,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LIGHTNING_ROD,ABILITY_MOTOR_DRIVE,"When this ill-tempered Pokémon
runs wild, it shoots lightning
from its mane in all directions.",https://play.pokemonshowdown.com/sprites/gen5/zebstrika.png
523,SPECIES_ROGGENROLA,Roggenrola,55,75,85,15,25,25,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_WEAK_ARMOR,"The hexagonal-shaped hole is its ear.
It has a tendency to walk in the
direction the sound is coming from.",https://play.pokemonshowdown.com/sprites/gen5/roggenrola.png
524,SPECIES_BOLDORE,Boldore,70,105,105,20,50,40,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_WEAK_ARMOR,"When it is healthy, its core sticks out.
Always facing the same way, it swiftly
moves front to back and left to right.",https://play.pokemonshowdown.com/sprites/gen5/boldore.png
525,SPECIES_GIGALITH,Gigalith,85,135,130,25,60,80,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_SAND_STREAM,"The solar rays it absorbs are
processed in its energy core
and fired as a ball of light.",https://play.pokemonshowdown.com/sprites/gen5/gigalith.png
526,SPECIES_WOOBAT,Woobat,65,45,43,72,55,43,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_UNAWARE,ABILITY_KLUTZ,"The heart-shaped mark left on a body
after a Woobat has been attached
to it is said to bring good fortune.",https://play.pokemonshowdown.com/sprites/gen5/woobat.png
527,SPECIES_SWOOBAT,Swoobat,67,57,55,114,77,55,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_UNAWARE,ABILITY_KLUTZ,"It shakes its tail vigorously when it
emits ultrasonic waves strong enough
to reduce concrete to rubble.",https://play.pokemonshowdown.com/sprites/gen5/swoobat.png
528,SPECIES_DRILBUR,Drilbur,60,85,40,68,30,45,TYPE_GROUND,TYPE_GROUND,ABILITY_SAND_RUSH,ABILITY_SAND_FORCE,"By spinning its body, it can dig
straight through the ground
at a speed of 30 mph.",https://play.pokemonshowdown.com/sprites/gen5/drilbur.png
529,SPECIES_EXCADRILL,Excadrill,110,135,60,88,50,65,TYPE_GROUND,TYPE_STEEL,ABILITY_SAND_RUSH,ABILITY_SAND_FORCE,"Forming a drill with its steel claws
and head, it can bore through a steel
plate, no matter how thick it is.",https://play.pokemonshowdown.com/sprites/gen5/excadrill.png
530,SPECIES_AUDINO,Audino,103,60,86,50,60,86,TYPE_NORMAL,TYPE_NORMAL,ABILITY_HEALER,ABILITY_REGENERATOR,"Using the feelers on its ears,
it can tell how someone is feeling
or when an egg might hatch.",https://play.pokemonshowdown.com/sprites/gen5/audino.png
531,SPECIES_TIMBURR,Timburr,75,80,55,35,25,35,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_SHEER_FORCE,"Always carrying squared logs,
they help out with construction.
As they grow, they carry bigger logs.",https://play.pokemonshowdown.com/sprites/gen5/timburr.png
532,SPECIES_GURDURR,Gurdurr,85,105,85,40,40,50,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_SHEER_FORCE,"With strengthened bodies,
they skillfully wield steel
beams to take down buildings.",https://play.pokemonshowdown.com/sprites/gen5/gurdurr.png
533,SPECIES_CONKELDURR,Conkeldurr,105,140,95,45,55,65,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_SHEER_FORCE,"Rather than rely on force,
they master moves that utilize the
centrifugal force of spinning concrete.",https://play.pokemonshowdown.com/sprites/gen5/conkeldurr.png
534,SPECIES_TYMPOLE,Tympole,50,50,40,64,50,40,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_HYDRATION,"By vibrating its cheeks, it emits
sound waves imperceptible to humans
and warns others of danger.",https://play.pokemonshowdown.com/sprites/gen5/tympole.png
535,SPECIES_PALPITOAD,Palpitoad,75,65,55,69,65,55,TYPE_WATER,TYPE_GROUND,ABILITY_SWIFT_SWIM,ABILITY_HYDRATION,"It lives in the water and on land.
It uses its long, sticky tongue
to immobilize its opponents.",https://play.pokemonshowdown.com/sprites/gen5/palpitoad.png
536,SPECIES_SEISMITOAD,Seismitoad,105,95,75,74,85,75,TYPE_WATER,TYPE_GROUND,ABILITY_SWIFT_SWIM,ABILITY_POISON_TOUCH,"By putting power into its bumps,
it creates vibrations and
increases the power of its punches.",https://play.pokemonshowdown.com/sprites/gen5/seismitoad.png
537,SPECIES_THROH,Throh,120,100,85,45,30,85,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_GUTS,ABILITY_INNER_FOCUS,"When it encounters a foe bigger
than itself, it wants to throw it.
It changes belts as it gets stronger.",https://play.pokemonshowdown.com/sprites/gen5/throh.png
538,SPECIES_SAWK,Sawk,75,125,75,85,30,75,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_STURDY,ABILITY_INNER_FOCUS,"Desiring the strongest karate chop,
they seclude themselves in mountains
and train without sleeping.",https://play.pokemonshowdown.com/sprites/gen5/sawk.png
539,SPECIES_SEWADDLE,Sewaddle,45,53,70,42,40,60,TYPE_BUG,TYPE_GRASS,ABILITY_SWARM,ABILITY_CHLOROPHYLL,"Since this Pokémon makes its own clothes
out of leaves, it is a popular mascot for
fashion designers.",https://play.pokemonshowdown.com/sprites/gen5/sewaddle.png
540,SPECIES_SWADLOON,Swadloon,55,63,90,42,50,80,TYPE_BUG,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_CHLOROPHYLL,"Preferring dark, damp places,
it spends the entire day eating
fallen leaves that lie around it.",https://play.pokemonshowdown.com/sprites/gen5/swadloon.png
541,SPECIES_LEAVANNY,Leavanny,75,103,80,92,70,80,TYPE_BUG,TYPE_GRASS,ABILITY_SWARM,ABILITY_CHLOROPHYLL,"Upon finding a small Pokémon, it weaves
clothing for it from leaves by using
the sticky silk secreted from its mouth.",https://play.pokemonshowdown.com/sprites/gen5/leavanny.png
542,SPECIES_VENIPEDE,Venipede,30,45,59,57,30,39,TYPE_BUG,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_SWARM,"Using the feelers on its head and tail,
it picks up vibrations in the air to
determine its prey's location and state.",https://play.pokemonshowdown.com/sprites/gen5/venipede.png
543,SPECIES_WHIRLIPEDE,Whirlipede,40,55,99,47,40,79,TYPE_BUG,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_SWARM,"Storing energy for evolution, it sits.
But, when predators approach, it moves
to stab them with poison spikes.",https://play.pokemonshowdown.com/sprites/gen5/whirlipede.png
544,SPECIES_SCOLIPEDE,Scolipede,60,100,89,112,55,69,TYPE_BUG,TYPE_POISON,ABILITY_POISON_POINT,ABILITY_SWARM,"It clasps its prey with the claws
on its neck until it stops moving.
Then it finishes it off with deadly poison.",https://play.pokemonshowdown.com/sprites/gen5/scolipede.png
545,SPECIES_COTTONEE,Cottonee,40,27,60,66,37,50,TYPE_GRASS,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_INFILTRATOR,"Perhaps because they feel more at ease
in a group, they stick to others they find.
They end up looking like a cloud.",https://play.pokemonshowdown.com/sprites/gen5/cottonee.png
546,SPECIES_WHIMSICOTT,Whimsicott,60,67,85,116,77,75,TYPE_GRASS,TYPE_FAIRY,ABILITY_PRANKSTER,ABILITY_INFILTRATOR,"They appear along with whirlwinds.
They pull pranks, such as moving furniture
and leaving balls of cotton in homes.",https://play.pokemonshowdown.com/sprites/gen5/whimsicott.png
547,SPECIES_PETILIL,Petilil,45,35,50,30,70,50,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_OWN_TEMPO,"The leaves on its head grow right back
even if they fall out. These bitter leaves
refresh those who eat them.",https://play.pokemonshowdown.com/sprites/gen5/petilil.png
548,SPECIES_LILLIGANT,Lilligant,70,60,75,90,110,75,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_OWN_TEMPO,"The fragrance of the garland
on its head has a relaxing effect,
but taking care of it is very difficult.",https://play.pokemonshowdown.com/sprites/gen5/lilligant.png
549,SPECIES_BASCULIN,Basculin,70,92,65,98,80,55,TYPE_WATER,TYPE_WATER,ABILITY_RECKLESS,ABILITY_ADAPTABILITY,"Red- and blue-striped Basculin are
very violent and always fighting.
They are also remarkably tasty.",https://play.pokemonshowdown.com/sprites/gen5/basculin.png
550,SPECIES_SANDILE,Sandile,50,72,35,65,35,35,TYPE_GROUND,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_MOXIE,"They live hidden under hot desert sands
in order to keep their body temperature
from dropping.",https://play.pokemonshowdown.com/sprites/gen5/sandile.png
551,SPECIES_KROKOROK,Krokorok,60,82,45,74,45,45,TYPE_GROUND,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_MOXIE,"Protected by thin membranes, their
eyes can see even in the dead of night.
They live in groups of a few individuals.",https://play.pokemonshowdown.com/sprites/gen5/krokorok.png
552,SPECIES_KROOKODILE,Krookodile,95,117,80,92,65,70,TYPE_GROUND,TYPE_DARK,ABILITY_INTIMIDATE,ABILITY_MOXIE,"Very violent Pokémon, they try
to clamp down on anything that
moves in front of their eyes.",https://play.pokemonshowdown.com/sprites/gen5/krookodile.png
553,SPECIES_DARUMAKA,Darumaka,70,90,45,50,15,45,TYPE_FIRE,TYPE_FIRE,ABILITY_HUSTLE,ABILITY_NONE,"When it sleeps, it pulls its limbs
into its body and its internal fire
goes down to 1,100 degrees Fahrenheit.",https://play.pokemonshowdown.com/sprites/gen5/darumaka.png
554,SPECIES_DARMANITAN,Darmanitan,105,140,55,95,30,55,TYPE_FIRE,TYPE_FIRE,ABILITY_SHEER_FORCE,ABILITY_NONE,"Its internal fire burns at 2,500 degrees
Fahrenheit, making enough power that it
can destroy a dump truck with one punch.",https://play.pokemonshowdown.com/sprites/gen5/darmanitan.png
555,SPECIES_MARACTUS,Maractus,75,86,67,60,106,67,TYPE_GRASS,TYPE_GRASS,ABILITY_WATER_ABSORB,ABILITY_CHLOROPHYLL,"When it moves rhythmically, it
makes a sound similar to maracas,
making the surprised Pokémon flee.",https://play.pokemonshowdown.com/sprites/gen5/maractus.png
556,SPECIES_DWEBBLE,Dwebble,50,65,85,55,35,35,TYPE_BUG,TYPE_ROCK,ABILITY_STURDY,ABILITY_SHELL_ARMOR,"When it finds a stone of a suitable size,
it secretes a liquid from its mouth
to open up a hole to crawl into.",https://play.pokemonshowdown.com/sprites/gen5/dwebble.png
557,SPECIES_CRUSTLE,Crustle,70,105,125,45,65,75,TYPE_BUG,TYPE_ROCK,ABILITY_STURDY,ABILITY_SHELL_ARMOR,"When its boulder is broken in
battles for territory, it feels
unsure and begins to weaken.",https://play.pokemonshowdown.com/sprites/gen5/crustle.png
558,SPECIES_SCRAGGY,Scraggy,50,75,70,48,35,70,TYPE_DARK,TYPE_FIGHTING,ABILITY_SHED_SKIN,ABILITY_MOXIE,"Proud of its sturdy skull, it
suddenly headbutts everything,
but its weight makes it unstable, too.",https://play.pokemonshowdown.com/sprites/gen5/scraggy.png
559,SPECIES_SCRAFTY,Scrafty,65,90,115,58,45,115,TYPE_DARK,TYPE_FIGHTING,ABILITY_SHED_SKIN,ABILITY_MOXIE,"It pulls up its shed skin to protect
itself while it kicks. The bigger
the crest, the more respected it is.",https://play.pokemonshowdown.com/sprites/gen5/scrafty.png
560,SPECIES_SIGILYPH,Sigilyph,72,58,80,97,103,80,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_WONDER_SKIN,ABILITY_MAGIC_GUARD,"The guardians of an ancient city,
they always fly the same route
while keeping watch for invaders.",https://play.pokemonshowdown.com/sprites/gen5/sigilyph.png
561,SPECIES_YAMASK,Yamask,38,30,85,30,55,65,TYPE_GHOST,TYPE_GHOST,ABILITY_MUMMY,ABILITY_NONE,"These Pokémon arose from the
spirits of people interred in graves.
Each retains memories of its former life.",https://play.pokemonshowdown.com/sprites/gen5/yamask.png
562,SPECIES_COFAGRIGUS,Cofagrigus,58,50,145,30,95,105,TYPE_GHOST,TYPE_GHOST,ABILITY_MUMMY,ABILITY_NONE,"Grave robbers who mistake them
for real coffins and get too close
end up trapped inside their bodies.",https://play.pokemonshowdown.com/sprites/gen5/cofagrigus.png
563,SPECIES_TIRTOUGA,Tirtouga,54,78,103,22,53,45,TYPE_WATER,TYPE_ROCK,ABILITY_SOLID_ROCK,ABILITY_STURDY,"This Pokémon was restored from a fossil.
It swam skillfully and dove
to depths beyond half a mile.",https://play.pokemonshowdown.com/sprites/gen5/tirtouga.png
564,SPECIES_CARRACOSTA,Carracosta,74,108,133,32,83,65,TYPE_WATER,TYPE_ROCK,ABILITY_SOLID_ROCK,ABILITY_STURDY,"It could knock out a foe with a slap from
one of its developed front appendages
and chew it up, shell or bones and all.",https://play.pokemonshowdown.com/sprites/gen5/carracosta.png
565,SPECIES_ARCHEN,Archen,55,112,45,70,74,45,TYPE_ROCK,TYPE_FLYING,ABILITY_DEFEATIST,ABILITY_NONE,"It was revived from an ancient fossil.
Not able to fly, it lived in treetops
and hopped from one branch to another.",https://play.pokemonshowdown.com/sprites/gen5/archen.png
566,SPECIES_ARCHEOPS,Archeops,75,140,65,110,112,65,TYPE_ROCK,TYPE_FLYING,ABILITY_DEFEATIST,ABILITY_NONE,"It runs better than it flies.
It takes off into the sky by
running at a speed of 25 mph.",https://play.pokemonshowdown.com/sprites/gen5/archeops.png
567,SPECIES_TRUBBISH,Trubbish,50,50,62,65,40,62,TYPE_POISON,TYPE_POISON,ABILITY_STENCH,ABILITY_STICKY_HOLD,"Wanting more garbage, they
follow people who litter.
They always belch poison gas.",https://play.pokemonshowdown.com/sprites/gen5/trubbish.png
568,SPECIES_GARBODOR,Garbodor,80,95,82,75,60,82,TYPE_POISON,TYPE_POISON,ABILITY_STENCH,ABILITY_WEAK_ARMOR,"Consuming garbage makes
new kinds of poison gases
and liquids inside their bodies.",https://play.pokemonshowdown.com/sprites/gen5/garbodor.png
569,SPECIES_ZORUA,Zorua,40,65,40,65,80,40,TYPE_DARK,TYPE_DARK,ABILITY_ILLUSION,ABILITY_NONE,"It changes so it looks just like its foe,
tricks it, and then uses that opportunity
to flee.",https://play.pokemonshowdown.com/sprites/gen5/zorua.png
570,SPECIES_ZOROARK,Zoroark,60,105,60,105,120,60,TYPE_DARK,TYPE_DARK,ABILITY_ILLUSION,ABILITY_NONE,"Stories say those who tried to catch
Zoroark were trapped in an illusion
and punished.",https://play.pokemonshowdown.com/sprites/gen5/zoroark.png
571,SPECIES_MINCCINO,Minccino,55,50,40,75,40,40,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CUTE_CHARM,ABILITY_TECHNICIAN,"Minccino greet each other
by grooming one another
thoroughly with their tails.",https://play.pokemonshowdown.com/sprites/gen5/minccino.png
572,SPECIES_CINCCINO,Cinccino,75,95,60,115,65,60,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CUTE_CHARM,ABILITY_TECHNICIAN,"Cinccino's body is coated in a
special oil that helps it deflect
attacks, such as punches.",https://play.pokemonshowdown.com/sprites/gen5/cinccino.png
573,SPECIES_GOTHITA,Gothita,45,30,50,45,55,65,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FRISK,ABILITY_COMPETITIVE,"It stares intently at everything.
It can become so obsessed with watching
that it doesn't notice attacks.",https://play.pokemonshowdown.com/sprites/gen5/gothita.png
574,SPECIES_GOTHORITA,Gothorita,60,45,70,55,75,85,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FRISK,ABILITY_COMPETITIVE,"According to many old tales, it creates
friends for itself by controlling sleeping
children on starry nights.",https://play.pokemonshowdown.com/sprites/gen5/gothorita.png
575,SPECIES_GOTHITELLE,Gothitelle,70,55,95,65,95,110,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_FRISK,ABILITY_COMPETITIVE,"It can see the future from the movement
of the stars. When it learns its Trainer's
life span, it cries in sadness.",https://play.pokemonshowdown.com/sprites/gen5/gothitelle.png
576,SPECIES_SOLOSIS,Solosis,45,30,40,20,105,50,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OVERCOAT,ABILITY_MAGIC_GUARD,"Because their bodies are enveloped in
a special liquid, they are fine in any
environment, no matter how severe.",https://play.pokemonshowdown.com/sprites/gen5/solosis.png
577,SPECIES_DUOSION,Duosion,65,40,50,30,125,60,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OVERCOAT,ABILITY_MAGIC_GUARD,"When their two divided brains think the
same thoughts, their psychic power is
maximized.",https://play.pokemonshowdown.com/sprites/gen5/duosion.png
578,SPECIES_REUNICLUS,Reuniclus,110,65,75,30,125,85,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_OVERCOAT,ABILITY_MAGIC_GUARD,"They use psychic power to control their
arms, which are made of a special liquid.
They can crush boulders psychically.",https://play.pokemonshowdown.com/sprites/gen5/reuniclus.png
579,SPECIES_DUCKLETT,Ducklett,62,44,50,55,44,50,TYPE_WATER,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_BIG_PECKS,"They are better at swimming than flying,
and they happily eat their favorite food,
peat moss, as they dive underwater.",https://play.pokemonshowdown.com/sprites/gen5/ducklett.png
580,SPECIES_SWANNA,Swanna,75,87,63,98,87,63,TYPE_WATER,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_BIG_PECKS,"Despite their elegant appearance,
they can flap their wings strongly
and fly for thousands of miles.",https://play.pokemonshowdown.com/sprites/gen5/swanna.png
581,SPECIES_VANILLITE,Vanillite,36,50,50,44,65,60,TYPE_ICE,TYPE_ICE,ABILITY_ICE_BODY,ABILITY_SNOW_CLOAK,"Theoretically, this Pokémon formed from
icicles bathed in energy from the morning
sun. Their breath is -58 degrees Farenheit.",https://play.pokemonshowdown.com/sprites/gen5/vanillite.png
582,SPECIES_VANILLISH,Vanillish,51,65,65,59,80,75,TYPE_ICE,TYPE_ICE,ABILITY_ICE_BODY,ABILITY_SNOW_CLOAK,"They cool down the surrounding air
and create ice particles, which
they use to freeze their foes.",https://play.pokemonshowdown.com/sprites/gen5/vanillish.png
583,SPECIES_VANILLUXE,Vanilluxe,71,95,85,79,110,95,TYPE_ICE,TYPE_ICE,ABILITY_ICE_BODY,ABILITY_SNOW_WARNING,"Swallowing large amounts of water, they
make snow clouds inside their bodies and,
when angry, cause violent blizzards.",https://play.pokemonshowdown.com/sprites/gen5/vanilluxe.png
584,SPECIES_DEERLING,Deerling,60,60,50,75,40,50,TYPE_NORMAL,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_SAP_SIPPER,"Their coloring changes according to the
seasons and can be slightly affected
by the temperature and humidity as well.",https://play.pokemonshowdown.com/sprites/gen5/deerling.png
585,SPECIES_SAWSBUCK,Sawsbuck,80,100,70,95,60,70,TYPE_NORMAL,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_SAP_SIPPER,"They migrate according to the seasons,
so some people call Sawsbuck the
harbingers of spring.",https://play.pokemonshowdown.com/sprites/gen5/sawsbuck.png
586,SPECIES_EMOLGA,Emolga,55,75,60,103,75,60,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_STATIC,ABILITY_NONE,"It glides on its outstretched membrane
while shocking foes with the electricity
stored in the pouches on its cheeks.",https://play.pokemonshowdown.com/sprites/gen5/emolga.png
587,SPECIES_KARRABLAST,Karrablast,50,75,45,60,40,45,TYPE_BUG,TYPE_BUG,ABILITY_SWARM,ABILITY_SHED_SKIN,"For some reason they evolve when they
receive electrical energy while they
are attacking Shelmet.",https://play.pokemonshowdown.com/sprites/gen5/karrablast.png
588,SPECIES_ESCAVALIER,Escavalier,70,135,105,20,60,105,TYPE_BUG,TYPE_STEEL,ABILITY_SWARM,ABILITY_SHELL_ARMOR,"Wearing the shell covering they stole
from Shelmet, they defend themselves
and attack with two lances.",https://play.pokemonshowdown.com/sprites/gen5/escavalier.png
589,SPECIES_FOONGUS,Foongus,69,55,45,15,55,55,TYPE_GRASS,TYPE_POISON,ABILITY_EFFECT_SPORE,ABILITY_NONE,"It lures Pokémon with its pattern
that looks just like a Poké Ball
then releases poison spores.",https://play.pokemonshowdown.com/sprites/gen5/foongus.png
590,SPECIES_AMOONGUSS,Amoonguss,114,85,70,30,85,80,TYPE_GRASS,TYPE_POISON,ABILITY_EFFECT_SPORE,ABILITY_NONE,"It moves the caps on both arms
and does a dance to lure prey.
It prefers damp places.",https://play.pokemonshowdown.com/sprites/gen5/amoonguss.png
591,SPECIES_FRILLISH,Frillish,55,40,50,40,65,85,TYPE_WATER,TYPE_GHOST,ABILITY_WATER_ABSORB,ABILITY_CURSED_BODY,"If its veil-like arms stun and wrap
a foe, that foe will be dragged miles
below the surface, never to return.",https://play.pokemonshowdown.com/sprites/gen5/frillish.png
592,SPECIES_JELLICENT,Jellicent,100,60,70,60,85,105,TYPE_WATER,TYPE_GHOST,ABILITY_WATER_ABSORB,ABILITY_CURSED_BODY,"Its body is mostly seawater.
It's said there's a castle of ships
Jellicent have sunk on the seafloor.",https://play.pokemonshowdown.com/sprites/gen5/jellicent.png
593,SPECIES_ALOMOMOLA,Alomomola,165,75,80,65,40,45,TYPE_WATER,TYPE_WATER,ABILITY_HEALER,ABILITY_HYDRATION,"It gently holds injured
and weak Pokémon in its fins.
Its special membrane heals their wounds.",https://play.pokemonshowdown.com/sprites/gen5/alomomola.png
594,SPECIES_JOLTIK,Joltik,50,47,50,65,57,50,TYPE_BUG,TYPE_ELECTRIC,ABILITY_COMPOUND_EYES,ABILITY_UNNERVE,"Since it can't generate its own electricity,
it sticks onto large-bodied Pokémon and
absorbs static electricity.",https://play.pokemonshowdown.com/sprites/gen5/joltik.png
595,SPECIES_GALVANTULA,Galvantula,70,77,60,108,97,60,TYPE_BUG,TYPE_ELECTRIC,ABILITY_COMPOUND_EYES,ABILITY_UNNERVE,"It creates barriers from
electrified silk that stun foes.
This works as a weapon as well as a defense.",https://play.pokemonshowdown.com/sprites/gen5/galvantula.png
596,SPECIES_FERROSEED,Ferroseed,44,50,91,10,24,86,TYPE_GRASS,TYPE_STEEL,ABILITY_IRON_BARBS,ABILITY_NONE,"It absorbs the iron it finds in
the rock while clinging to the ceiling.
It shoots spikes when in danger.",https://play.pokemonshowdown.com/sprites/gen5/ferroseed.png
597,SPECIES_FERROTHORN,Ferrothorn,74,94,131,20,54,116,TYPE_GRASS,TYPE_STEEL,ABILITY_IRON_BARBS,ABILITY_NONE,"By swinging around its three
spiky feelers and shooting spikes,
it can obliterate an opponent.",https://play.pokemonshowdown.com/sprites/gen5/ferrothorn.png
598,SPECIES_KLINK,Klink,40,55,70,30,45,60,TYPE_STEEL,TYPE_STEEL,ABILITY_PLUS,ABILITY_MINUS,"Two bodies comprise a fixed pair.
They spin around each
other to generate energy.",https://play.pokemonshowdown.com/sprites/gen5/klink.png
599,SPECIES_KLANG,Klang,60,80,95,50,70,85,TYPE_STEEL,TYPE_STEEL,ABILITY_PLUS,ABILITY_MINUS,"A minigear and big gear comprise its body.
If the minigear it launches at
a foe doesn't return, it will die.",https://play.pokemonshowdown.com/sprites/gen5/klang.png
600,SPECIES_KLINKLANG,Klinklang,60,100,115,90,70,85,TYPE_STEEL,TYPE_STEEL,ABILITY_PLUS,ABILITY_MINUS,"The minigear spins at high speed.
Then the energy from the red core charges
the minigear to make it ready to fire.",https://play.pokemonshowdown.com/sprites/gen5/klinklang.png
